,Total Overdose Deaths,Total Overdose Deaths Female,Total Overdose Deaths Male,Any Opioid1,Any Opioid1 Female,Any Opioid1 Male,Select Opioids1a AND Synthetic Opioids other than Methadone,Prescription Opioids2,Prescription Opioids2 Female,Prescription Opioids2 Male,Prescription Opioids AND Synthetic Opioids other than Methadone,Prescription Opioids AND Synthetic Opioids other than Methadone Female,Prescription Opioids AND Synthetic Opioids other than Methadone Male,Prescription Opioids WITHOUT Synthetic Opioids other than Methadone,Prescription Opioids WITHOUT Synthetic Opioids other than Methadone Female,Prescription Opioids WITHOUT Synthetic Opioids other than Methadone Male,Synthetic Opioids other than Methadone (primarily fentanyl)3,Synthetic Opioids other than Methadone (primarily fentanyl)3 Female,Synthetic Opioids other than Methadone (primarily fentanyl)3 Male,Heroin4,Heroin4 Female,Heroin4 Male,Heroin AND Synthetic Opioids other than Methadone,Heroin AND Synthetic Opioids other than Methadone Female,Heroin AND Synthetic Opioids other than Methadone Male,Heroin WITHOUT Synthetic Opioids other than Methadone,Heroin WITHOUT Synthetic Opioids other than Methadone Female,Heroin WITHOUT Synthetic Opioids other than Methadone Male,Stimulants5a,Stimulants5a Female,Stimulants5a Male,Stimulants AND Any Opioid,Stimulants AND Any Opioid Female,Stimulants AND Any Opioid Male,Stimulants WITHOUT Any Opioid,Stimulants WITHOUT Any Opioid Female,Stimulants WITHOUT Any Opioid Male,Stimulants AND Synthetic Opioids other than Methadone,Stimulants AND Synthetic Opioids other than Methadone Female,Stimulants AND Synthetic Opioids other than Methadone Male,Stimulants WITHOUT Synthetic Opioids other than Methadone,Stimulants WITHOUT Synthetic Opioids other than Methadone Female,Stimulants WITHOUT Synthetic Opioids other than Methadone Male,Cocaine5,Cocaine5 Female,Cocaine5 Male,Cocaine AND Any Opioid,Cocaine AND Any Opioid Female,Cocaine AND Any Opioid Male,Cocaine WITHOUT Any Opioid,Cocaine WITHOUT Any Opioid Female,Cocaine WITHOUT Any Opioid Male,Cocaine AND Synthetic Opioids other than Methadone,Cocaine AND Synthetic Opioids other than Methadone Female,Cocaine AND Synthetic Opioids other than Methadone Male,Cocaine WITHOUT Synthetic Opioids other than Methadone,Cocaine WITHOUT Synthetic Opioids other than Methadone Female,Cocaine WITHOUT Synthetic Opioids other than Methadone Male,Psychostimulants With Abuse Potential (primarily methamphetamine)6,Psychostimulants With Abuse Potential (primarily methamphetamine)6 Female,Psychostimulants With Abuse Potential (primarily methamphetamine)6 Male,Psychostimulants With Abuse Potential AND Any Opioid,Psychostimulants With Abuse Potential AND Any Opioid Female,Psychostimulants With Abuse Potential AND Any Opioid Male,Psychostimulants With Abuse Potential WITHOUT Any Opioid,Psychostimulants With Abuse Potential WITHOUT Any Opioid Female,Psychostimulants With Abuse Potential WITHOUT Any Opioid Male,Psychostimulants With Abuse Potential AND Synthetic Opioids other than           Methadone,Psychostimulants With Abuse Potential AND Synthetic Opioids other than           Methadone Female,Psychostimulants With Abuse Potential AND Synthetic Opioids other than           Methadone Male,Psychostimulants With Abuse Potential WITHOUT Synthetic Opioids other than Methadone,Psychostimulants With Abuse Potential WITHOUT Synthetic Opioids other than Methadone Female,Psychostimulants With Abuse Potential WITHOUT Synthetic Opioids other than Methadone Male,Benzodiazepines7,Benzodiazepines7 Female,Benzodiazepines7 Male,Benzodiazepines AND Any Opioid,Benzodiazepines AND Any Opioid Female,Benzodiazepines AND Any Opioid Male,Benzodiazepines WITHOUT Any Opioid,Benzodiazepines WITHOUT Any Opioid Female,Benzodiazepines WITHOUT Any Opioid Male,Benzodiazepines AND Synthetic Opioids other than Methadone,Benzodiazepines AND Synthetic Opioids other than Methadone Female,Benzodiazepines AND Synthetic Opioids other than Methadone Male,Benzodiazepines WITHOUT Synthetic Opioids other than Methadone,Benzodiazepines WITHOUT Synthetic Opioids other than Methadone Female,Benzodiazepines WITHOUT Synthetic Opioids other than Methadone Male,Antidepressants8,Antidepressants8 Female,Antidepressants8 Male,Antidepressants AND Any Opioid,Antidepressants AND Any Opioid Female,Antidepressants AND Any Opioid Male,Antidepressants WITHOUT Any Opioid,Antidepressants WITHOUT Any Opioid Female,Antidepressants WITHOUT Any Opioid Male,Antidepressants AND Synthetic Opioids other than Methadone,Antidepressants AND Synthetic Opioids other than Methadone Female,Antidepressants AND Synthetic Opioids other than Methadone Male,Antidepressants WITHOUT Synthetic Opioids other than Methadone,Antidepressants WITHOUT Synthetic Opioids other than Methadone Female,Antidepressants WITHOUT Synthetic Opioids other than Methadone Male,Total Overdose Deaths_youth,Total Overdose Deaths Female_youth,Total Overdose Deaths Male_youth,Any Opioid1_youth,Any Opioid1 Female_youth,Any Opioid1 Male_youth,Prescription Opioids2_youth,Prescription Opioids2 Female_youth,Prescription Opioids2 Male_youth,Prescription Opioids AND Synthetic Opioids other than Methadone (primarily fentanyl)_youth,Prescription Opioids AND Synthetic Opioids other than Methadone (primarily fentanyl) Female_youth,Prescription Opioids AND Synthetic Opioids other than Methadone (primarily fentanyl) Male_youth,Synthetic Opioids other than Methadone (primarily fentanyl)3_youth,Synthetic Opioids other than Methadone (primarily fentanyl)3 Female_youth,Synthetic Opioids other than Methadone (primarily fentanyl)3 Male_youth,Heroin4_youth,Heroin4 Female_youth,Heroin4 Male_youth,Heroin AND Synthetic Opioids other than Methadone (primarily fentanyl)_youth,Heroin AND Synthetic Opioids other than Methadone (primarily fentanyl) Female_youth,Heroin AND Synthetic Opioids other than Methadone (primarily fentanyl) Male_youth,Stimulants5a_youth,Stimulants5a Female_youth,Stimulants5a Male_youth,Stimulants AND Any Opioid_youth,Stimulants AND Any Opioid Female_youth,Stimulants AND Any Opioid Male_youth,Stimulants AND Synthetic Opioids other than Methadone_youth,Stimulants AND Synthetic Opioids other than Methadone Female_youth,Stimulants AND Synthetic Opioids other than Methadone Male_youth,Cocaine5_youth,Cocaine5 Female_youth,Cocaine5 Male_youth,Cocaine AND Any Opioid_youth,Cocaine AND Any Opioid Female_youth,Cocaine AND Any Opioid Male_youth,Cocaine AND Synthetic Opioids other than Methadone (primarily fentanyl)_youth,Cocaine AND Synthetic Opioids other than Methadone (primarily fentanyl) Female_youth,Cocaine AND Synthetic Opioids other than Methadone (primarily fentanyl) Male_youth,Psychostimulants With Abuse Potential (primarily methamphetamine)6_youth,Psychostimulants With Abuse Potential (primarily methamphetamine)6 Female_youth,Psychostimulants With Abuse Potential (primarily methamphetamine)6 Male_youth,Psychostimulants With Abuse Potential AND Any Opioid_youth,Psychostimulants With Abuse Potential AND Any Opioid Female_youth,Psychostimulants With Abuse Potential AND Any Opioid Male_youth,Psychostimulants With Abuse Potential AND Synthetic Opioids other than Methadone (primarily fentanyl)_youth,Psychostimulants With Abuse Potential AND Synthetic Opioids other than Methadone (primarily fentanyl) Female_youth,Psychostimulants With Abuse Potential AND Synthetic Opioids other than Methadone (primarily fentanyl) Male_youth,Benzodiazepines7_youth,Benzodiazepines7 Female_youth,Benzodiazepines7 Male_youth,Benzodiazepines AND Any Opioid_youth,Benzodiazepines AND Any Opioid Female_youth,Benzodiazepines AND Any Opioid Male_youth,Benzodiazepines AND Synthetic Opioids other than Methadone (primarily fentanyl)_youth,Benzodiazepines AND Synthetic Opioids other than Methadone (primarily fentanyl) Female_youth,Benzodiazepines AND Synthetic Opioids other than Methadone (primarily fentanyl) Male_youth,Antidepressants8_youth,Antidepressants8 Female_youth,Antidepressants8 Male_youth,Antidepressants AND Any Opioid_youth,Antidepressants AND Any Opioid Female_youth,Antidepressants AND Any Opioid Male_youth,Antidepressants AND Synthetic Opioids other than Methadone (primarily fentanyl)_youth,Antidepressants AND Synthetic Opioids other than Methadone (primarily fentanyl) Female_youth,Antidepressants AND Synthetic Opioids other than Methadone (primarily fentanyl) Male_youth
1999,16849.0,5591.0,11258.0,8050.0,2057.0,5993.0,167.0,3442.0,1022.0,2420.0,142.0,65.0,77.0,3300.0,957.0,2343.0,730.0,330.0,400.0,1960.0,306.0,1654.0,15.0,4.0,11.0,1945.0,302.0,1643.0,4271.0,980.0,3291.0,2101.0,433.0,1668.0,2170.0,547.0,1623.0,58.0,16.0,42.0,4213.0,964.0,3249.0,3822.0,850.0,2972.0,1964.0,399.0,1565.0,1858.0,451.0,1407.0,47.0,13.0,34.0,3775.0,837.0,2938.0,547.0,158.0,389.0,187.0,46.0,141.0,360.0,112.0,248.0,11.0,3.0,8.0,536.0,155.0,381.0,1135.0,420.0,715.0,701.0,233.0,468.0,434.0,187.0,247.0,122.0,51.0,71.0,1013.0,369.0,644.0,1749.0,926.0,823.0,611.0,312.0,299.0,1138.0,614.0,524.0,122.0,61.0,61.0,1627.0,865.0,762.0,1240.0,346.0,894.0,621.0,141.0,480.0,228.0,61.0,167.0,,,,33.0,,28.0,198.0,38.0,160.0,,,,322.0,83.0,239.0,160.0,40.0,120.0,,,,267.0,60.0,207.0,147.0,34.0,113.0,,,,67.0,26.0,41.0,22.0,,,,,,53.0,12.0,41.0,37.0,,31.0,,,,59.0,27.0,32.0,13.0,,,,,
2000,17415.0,5852.0,11563.0,8407.0,2264.0,6143.0,205.0,3785.0,1236.0,2549.0,167.0,76.0,91.0,3618.0,1160.0,2458.0,782.0,374.0,408.0,1842.0,279.0,1563.0,18.0,7.0,11.0,1824.0,272.0,1552.0,4017.0,980.0,3037.0,1972.0,422.0,1550.0,2045.0,558.0,1487.0,51.0,15.0,36.0,3966.0,965.0,3001.0,3544.0,843.0,2701.0,1834.0,387.0,1447.0,1710.0,456.0,1254.0,46.0,13.0,33.0,3498.0,830.0,2668.0,578.0,164.0,414.0,202.0,49.0,153.0,376.0,115.0,261.0,7.0,3.0,4.0,571.0,161.0,410.0,1298.0,480.0,818.0,892.0,310.0,582.0,406.0,170.0,236.0,136.0,55.0,81.0,1162.0,425.0,737.0,1798.0,984.0,814.0,679.0,387.0,292.0,1119.0,597.0,522.0,123.0,77.0,46.0,1675.0,907.0,768.0,1435.0,369.0,1066.0,728.0,140.0,588.0,288.0,69.0,219.0,11.0,,,40.0,13.0,27.0,216.0,36.0,180.0,,,,352.0,94.0,258.0,181.0,43.0,138.0,,,,276.0,72.0,204.0,164.0,39.0,125.0,,,,97.0,31.0,66.0,32.0,,,,,,90.0,22.0,68.0,74.0,17.0,57.0,10.0,,,68.0,36.0,32.0,20.0,,,,,
2001,19394.0,6736.0,12658.0,9496.0,2767.0,6729.0,225.0,4770.0,1608.0,3162.0,199.0,86.0,113.0,4571.0,1522.0,3049.0,957.0,447.0,510.0,1779.0,313.0,1466.0,15.0,4.0,11.0,1764.0,309.0,1455.0,4308.0,1083.0,3225.0,1996.0,480.0,1516.0,2312.0,603.0,1709.0,80.0,28.0,52.0,4228.0,1055.0,3173.0,3833.0,957.0,2876.0,1886.0,453.0,1433.0,1947.0,504.0,1443.0,75.0,25.0,50.0,3758.0,932.0,2826.0,563.0,152.0,411.0,164.0,42.0,122.0,399.0,110.0,289.0,6.0,3.0,3.0,557.0,149.0,408.0,1594.0,614.0,980.0,1121.0,411.0,710.0,473.0,203.0,270.0,186.0,83.0,103.0,1408.0,531.0,877.0,2017.0,1009.0,1008.0,890.0,426.0,464.0,1127.0,583.0,544.0,147.0,79.0,68.0,1870.0,930.0,940.0,1700.0,438.0,1262.0,944.0,203.0,741.0,489.0,101.0,388.0,12.0,,10.0,54.0,15.0,39.0,212.0,42.0,170.0,,,,364.0,96.0,268.0,189.0,47.0,142.0,,,,280.0,68.0,212.0,167.0,42.0,125.0,,,,101.0,36.0,65.0,30.0,,,,,,133.0,26.0,107.0,104.0,19.0,85.0,,,,88.0,30.0,58.0,38.0,,26.0,,,
2002,23518.0,8490.0,15028.0,11920.0,3760.0,8160.0,358.0,6483.0,2304.0,4179.0,322.0,157.0,165.0,6161.0,2147.0,4014.0,1295.0,614.0,681.0,2089.0,359.0,1730.0,15.0,5.0,10.0,2074.0,354.0,1720.0,5423.0,1400.0,4023.0,2578.0,658.0,1920.0,2845.0,742.0,2103.0,83.0,30.0,53.0,5340.0,1370.0,3970.0,4599.0,1143.0,3456.0,2318.0,560.0,1758.0,2281.0,583.0,1698.0,65.0,19.0,46.0,4534.0,1124.0,3410.0,941.0,285.0,656.0,325.0,114.0,211.0,616.0,171.0,445.0,19.0,12.0,7.0,922.0,273.0,649.0,2022.0,763.0,1259.0,1511.0,553.0,958.0,511.0,210.0,301.0,230.0,107.0,123.0,1792.0,656.0,1136.0,2370.0,1318.0,1052.0,1148.0,634.0,514.0,1222.0,684.0,538.0,238.0,154.0,84.0,2132.0,1164.0,968.0,2095.0,560.0,1535.0,1179.0,269.0,910.0,641.0,152.0,489.0,21.0,,12.0,84.0,22.0,62.0,241.0,56.0,185.0,,,,492.0,139.0,353.0,251.0,68.0,183.0,,,,388.0,109.0,279.0,223.0,56.0,167.0,,,,124.0,34.0,90.0,39.0,,,,,,178.0,42.0,136.0,146.0,32.0,114.0,,,,102.0,52.0,50.0,44.0,,29.0,,,
2003,25785.0,9386.0,16399.0,12940.0,4138.0,8802.0,383.0,7461.0,2681.0,4780.0,344.0,151.0,193.0,7117.0,2530.0,4587.0,1400.0,643.0,757.0,2080.0,358.0,1722.0,16.0,3.0,13.0,2064.0,355.0,1709.0,6215.0,1626.0,4589.0,2732.0,692.0,2040.0,3483.0,934.0,2549.0,135.0,57.0,78.0,6080.0,1569.0,4511.0,5199.0,1322.0,3877.0,2456.0,603.0,1853.0,2743.0,719.0,2024.0,109.0,44.0,65.0,5090.0,1278.0,3812.0,1179.0,353.0,826.0,359.0,119.0,240.0,820.0,234.0,586.0,28.0,14.0,14.0,1151.0,339.0,812.0,2248.0,885.0,1363.0,1692.0,620.0,1072.0,556.0,265.0,291.0,242.0,105.0,137.0,2006.0,780.0,1226.0,2512.0,1384.0,1128.0,1234.0,692.0,542.0,1278.0,692.0,586.0,230.0,139.0,91.0,2282.0,1245.0,1037.0,2491.0,632.0,1859.0,1399.0,306.0,1093.0,833.0,175.0,658.0,31.0,,23.0,107.0,34.0,73.0,259.0,55.0,204.0,,,,607.0,162.0,445.0,301.0,65.0,236.0,17.0,,14.0,475.0,118.0,357.0,266.0,57.0,209.0,14.0,,,165.0,51.0,114.0,52.0,,,,,,212.0,53.0,159.0,170.0,37.0,133.0,22.0,,,115.0,56.0,59.0,57.0,28.0,29.0,,,
2004,27424.0,10304.0,17120.0,13756.0,4643.0,9113.0,428.0,8577.0,3144.0,5433.0,384.0,184.0,200.0,8193.0,2960.0,5233.0,1664.0,798.0,866.0,1878.0,341.0,1537.0,13.0,6.0,7.0,1865.0,335.0,1530.0,6591.0,1767.0,4824.0,2850.0,743.0,2107.0,3741.0,1024.0,2717.0,157.0,52.0,105.0,6434.0,1715.0,4719.0,5443.0,1405.0,4038.0,2522.0,634.0,1888.0,2921.0,771.0,2150.0,130.0,41.0,89.0,5313.0,1364.0,3949.0,1305.0,393.0,912.0,407.0,128.0,279.0,898.0,265.0,633.0,29.0,12.0,17.0,1276.0,381.0,895.0,2627.0,1079.0,1548.0,2049.0,797.0,1252.0,578.0,282.0,296.0,270.0,128.0,142.0,2357.0,951.0,1406.0,2758.0,1549.0,1209.0,1379.0,762.0,617.0,1379.0,787.0,592.0,264.0,164.0,100.0,2494.0,1385.0,1109.0,2751.0,683.0,2068.0,1596.0,333.0,1263.0,1031.0,202.0,829.0,28.0,,19.0,121.0,26.0,95.0,263.0,57.0,206.0,,,,634.0,161.0,473.0,343.0,83.0,260.0,15.0,,13.0,507.0,121.0,386.0,312.0,76.0,236.0,12.0,,,142.0,43.0,99.0,39.0,,,,,,271.0,60.0,211.0,237.0,52.0,185.0,14.0,,,147.0,65.0,82.0,69.0,28.0,41.0,,,
2005,29813.0,11089.0,18724.0,14918.0,5161.0,9757.0,485.0,9612.0,3572.0,6040.0,426.0,207.0,219.0,9186.0,3365.0,5821.0,1742.0,823.0,919.0,2009.0,389.0,1620.0,34.0,9.0,25.0,1975.0,380.0,1595.0,7606.0,2001.0,5605.0,3215.0,853.0,2362.0,4391.0,1148.0,3243.0,203.0,75.0,128.0,7403.0,1926.0,5477.0,6208.0,1620.0,4588.0,2842.0,737.0,2105.0,3366.0,883.0,2483.0,174.0,62.0,112.0,6034.0,1558.0,4476.0,1608.0,438.0,1170.0,476.0,145.0,331.0,1132.0,293.0,839.0,33.0,13.0,20.0,1575.0,425.0,1150.0,3084.0,1209.0,1875.0,2430.0,922.0,1508.0,654.0,287.0,367.0,312.0,150.0,162.0,2772.0,1059.0,1713.0,2861.0,1575.0,1286.0,1508.0,806.0,702.0,1353.0,769.0,584.0,278.0,159.0,119.0,2583.0,1416.0,1167.0,2918.0,733.0,2185.0,1685.0,371.0,1314.0,1058.0,225.0,833.0,31.0,,27.0,130.0,25.0,105.0,279.0,65.0,214.0,,,,710.0,171.0,539.0,404.0,103.0,301.0,23.0,,20.0,546.0,132.0,414.0,345.0,91.0,254.0,19.0,,,196.0,47.0,149.0,77.0,,,,,,322.0,83.0,239.0,281.0,68.0,213.0,30.0,,22.0,152.0,77.0,75.0,79.0,33.0,46.0,,,
2006,34425.0,12532.0,21893.0,17545.0,5945.0,11600.0,781.0,11589.0,4274.0,7315.0,573.0,246.0,327.0,11016.0,4028.0,6988.0,2707.0,1030.0,1677.0,2088.0,344.0,1744.0,113.0,25.0,88.0,1975.0,319.0,1656.0,8668.0,2214.0,6454.0,3764.0,979.0,2785.0,4904.0,1235.0,3669.0,463.0,120.0,343.0,8205.0,2094.0,6111.0,7448.0,1860.0,5588.0,3372.0,845.0,2527.0,4076.0,1015.0,3061.0,432.0,109.0,323.0,7016.0,1751.0,5265.0,1462.0,411.0,1051.0,526.0,170.0,356.0,936.0,241.0,695.0,37.0,16.0,21.0,1425.0,395.0,1030.0,3835.0,1472.0,2363.0,3045.0,1137.0,1908.0,790.0,335.0,455.0,407.0,165.0,242.0,3428.0,1307.0,2121.0,3133.0,1819.0,1314.0,1662.0,946.0,716.0,1471.0,873.0,598.0,300.0,176.0,124.0,2833.0,1643.0,1190.0,3460.0,820.0,2640.0,2096.0,444.0,1652.0,1388.0,290.0,1098.0,52.0,14.0,38.0,278.0,66.0,212.0,313.0,57.0,256.0,14.0,,,789.0,202.0,587.0,476.0,108.0,368.0,61.0,17.0,44.0,676.0,168.0,508.0,424.0,94.0,330.0,54.0,,37.0,153.0,46.0,107.0,72.0,,,,,,442.0,95.0,347.0,387.0,78.0,309.0,40.0,,36.0,126.0,69.0,57.0,52.0,24.0,28.0,,,
2007,36010.0,13712.0,22298.0,18516.0,6581.0,11935.0,642.0,12796.0,4863.0,7933.0,601.0,286.0,315.0,12195.0,4577.0,7618.0,2213.0,1053.0,1160.0,2399.0,399.0,2000.0,13.0,3.0,10.0,2386.0,396.0,1990.0,7697.0,2028.0,5669.0,3394.0,902.0,2492.0,4303.0,1126.0,3177.0,246.0,76.0,170.0,7451.0,1952.0,5499.0,6512.0,1665.0,4847.0,3027.0,784.0,2243.0,3485.0,881.0,2604.0,219.0,63.0,156.0,6293.0,1602.0,4691.0,1378.0,409.0,969.0,473.0,150.0,323.0,905.0,259.0,646.0,35.0,17.0,18.0,1343.0,392.0,951.0,4500.0,1894.0,2606.0,3605.0,1473.0,2132.0,895.0,421.0,474.0,436.0,224.0,212.0,4064.0,1670.0,2394.0,3425.0,1958.0,1467.0,1901.0,1094.0,807.0,1524.0,864.0,660.0,292.0,203.0,89.0,3133.0,1755.0,1378.0,3550.0,883.0,2667.0,2176.0,491.0,1685.0,1536.0,353.0,1183.0,41.0,12.0,29.0,175.0,47.0,128.0,359.0,61.0,298.0,,,,674.0,161.0,513.0,411.0,93.0,318.0,24.0,,17.0,563.0,119.0,444.0,365.0,81.0,284.0,23.0,,,142.0,51.0,91.0,67.0,,,,,,515.0,145.0,370.0,452.0,128.0,324.0,38.0,,25.0,150.0,66.0,84.0,88.0,33.0,55.0,,,
2008,36450.0,13982.0,22468.0,19582.0,6819.0,12763.0,703.0,13149.0,4959.0,8190.0,655.0,309.0,346.0,12494.0,4650.0,7844.0,2306.0,1083.0,1223.0,3041.0,551.0,2490.0,28.0,13.0,15.0,3013.0,538.0,2475.0,6320.0,1667.0,4653.0,3085.0,829.0,2256.0,3235.0,838.0,2397.0,227.0,78.0,149.0,6093.0,1589.0,4504.0,5129.0,1322.0,3807.0,2656.0,695.0,1961.0,2473.0,627.0,1846.0,182.0,59.0,123.0,4947.0,1263.0,3684.0,1302.0,375.0,927.0,495.0,151.0,344.0,807.0,224.0,583.0,47.0,19.0,28.0,1255.0,356.0,899.0,5010.0,2046.0,2964.0,4070.0,1618.0,2452.0,940.0,428.0,512.0,491.0,250.0,241.0,4519.0,1796.0,2723.0,3610.0,2047.0,1563.0,2111.0,1199.0,912.0,1499.0,848.0,651.0,384.0,248.0,136.0,3226.0,1799.0,1427.0,3487.0,848.0,2639.0,2294.0,482.0,1812.0,1449.0,299.0,1150.0,55.0,11.0,44.0,190.0,48.0,142.0,497.0,96.0,401.0,,,,500.0,115.0,385.0,334.0,71.0,263.0,26.0,,20.0,384.0,89.0,295.0,280.0,62.0,218.0,18.0,,,127.0,31.0,96.0,59.0,,,,,,550.0,133.0,417.0,486.0,114.0,372.0,40.0,,32.0,157.0,74.0,83.0,94.0,37.0,57.0,,,
